class,,req1,req1_id,req2,req2_id,similarity,cosine,CORLEY&MIHALCEA-NA-par,BinaryClass,Multiclass
,35940,"
	the following train data shall be sent from the on board to the trackside:
	",4.9.9.2,"when the train is stationary or after a certain time (e.g. the time for ""route releasing"" of the overlap, the release speed calculation shall be based on the distance to the danger point (if calculated on-board). the condition for this change shall be defined for each target as infrastructure data.
",4.3.3.3,0,0.528383674,0.115384616,0,
22688,22688,"the driver shall know the distance to the next point defining the indicated braking curve and the permitted speed allowed. this shall be shown to the driver in a way that is understandable and logical.
",4.3.6.4,"if the train or the shunting movement exceeds the permitted ceiling speed by a certain harmonised margin, the trainborne equipment shall execute a brake intervention until the actual speed does not exceed permitted speed; then the driver shall be able to release the brake
",4.3.7.3,0,0.526484931,0.19444445,0,
21775,21775,"on lines fitted with rbc, the etcs trainborne equipment shall be able to transmit the location of the entire train to the rbc.
",4.3.4.2,"if there are failures of the trainborne equipment which compromise the safety of train supervision, the etcs trainborne equipment shall immediately command the brake and bring the train to a stop.
",5.2.1.1,0,0.525859107,0.3,0,
21546,21546,"the etcs trainborne equipment shall be able to determine the location of the entire train.
",4.3.4.1,"on demand, the position of the front end of the train at the time of the demand shall be indicated on the dmi. this shall be possible while the train is moving or stationary.
",4.7.3.2,0,0.524793852,0.18803419,0,
30246,30246,"the emergency stop shall be indicated to the driver on the dmi.
",4.6.4.8,"the driver shall be able to override the function when the train is stationary.
",4.6.4.2,0,0.524757131,0.2777778,0,
11572,11572,"the train shall have the capability of being supervised to a ceiling speed.
",4.1.4.4b,"the train shall, as a minimum, be supervised to a ceiling speed; the supervised speed shall not be shown on the dmi unless selected by the driver.
",4.2.3.6b,0,0.524632345,0.45238096,0,
30288,30288,"the emergency stop shall be indicated to the driver on the dmi.
",4.6.4.8,"the occurrence of a failure shall be displayed on the dmi.
",5.2.1.2a,0,0.524308593,0.36666667,0,
17800,17800,"the train shall, as a minimum, be supervised to a ceiling speed; the supervised speed shall not be shown on the dmi unless selected by the driver.
",4.2.3.6b,"the driver shall be able to confirm the train integrity to the rbc manually. the confirmation requires the train to be stationary.
",4.9.5.4,0,0.523185048,0.26136363,0,
17990,17990,"the target distance shall not be shown on the dmi unless selected by the driver.
",4.2.3.6c,"when the plain text message appears on the dmi, the driver shall be alerted.
",4.8.8.3,0,0.521969695,0.35416666,0,
18197,18197,"on request of the rbc, the driver shall have the possibility to confirm that the track ahead of him until the end of the on sight section is clear
",4.2.3.6d,"the on board shall be capable of sending train data to the trackside after confirmation by the driver, or when entering the rbc area
",4.9.9.1,0,0.521457921,0.15384616,0,
7218,7218,the entry of driver identification and the selection of the language shall be possible.,4.1.2.14a,"on request of the rbc, the driver shall have the possibility to confirm that the track ahead of him until the end of the on sight section is clear
",4.2.3.6d,0,0.520650685,0.10989011,0,
30850,30850,"the driver shall be able to override the function when the train is stationary.
",4.6.4.2,"on demand, the position of the front end of the train at the time of the demand shall be indicated on the dmi. this shall be possible while the train is moving or stationary.
",4.7.3.2,0,0.520050968,0.37606838,0,
23738,23738,"if the train or the shunting movement exceeds the permitted ceiling speed by a certain harmonised margin, the trainborne equipment shall execute a brake intervention until the actual speed does not exceed permitted speed; then the driver shall be able to release the brake
",4.3.7.3,"the driver shall be able to confirm the train integrity to the rbc manually. the confirmation requires the train to be stationary.
",4.9.5.4,0,0.51992445,0.2651515,0,
21544,21544,"the etcs trainborne equipment shall be able to determine the location of the entire train.
",4.3.4.1,"the etcs trainborne equipment shall transmit its own train identification to the rbc.
",4.7.1.1,0,0.519423111,0.4722222,0,
13474,13474,"isolation of the etcs trainborne equipment shall disconnect the etcs trainborne equipment from the vehicle braking system.
",4.1.6.6,"the etcs trainborne equipment shall be capable of supervising the following operational states:
	",3.9.1.1,0,0.519326448,0.33333334,0,
1550,1550,"the current application level shall be indicated on the dmi.
",3.2.1.3d,"on demand, the position of the front end of the train at the time of the demand shall be indicated on the dmi. this shall be possible while the train is moving or stationary.
",4.7.3.2,0,0.519213456,0.3653846,0,
33635,33635,"the etcs on-board shall be capable of receiving information regarding air tightness from the trackside.
",4.8.2.1,"the etcs on-board shall be capable of sending to the trackside train integrity information detected by a system outside etcs
",4.9.5.1,0,0.519039027,0.45833334,0,
3806,3806,"the current operational status shall be indicated to the driver on the dmi
",3.9.1.6,"permission received shall be indicated to the driver.
",4.1.3.2d,0,0.519011706,0.51428574,0,
3885,3885,"the current operational status shall be indicated to the driver on the dmi
",3.9.1.6,"the roll away/reverse movement intervention shall be indicated on the dmi.
",4.3.9.1c,0,0.518135446,0.42857143,0,
13532,13532,"isolation of the etcs trainborne equipment shall disconnect the etcs trainborne equipment from the vehicle braking system.
",4.1.6.6,"the etcs trainborne equipment shall be capable of receiving information from the national train control systems by means of the stm.
",4.1.7.1,0,0.517906519,0.2820513,0,
20760,20760,"the release speed shall be indicated on the dmi.
",4.3.3.2c,"when the plain text message appears on the dmi, the driver shall be alerted.
",4.8.8.3,0,0.517366343,0.31111112,0,
13672,13672,"the etcs trainborne equipment shall be capable of receiving information from the national train control systems by means of the stm.
",4.1.7.1,"the etcs trainborne equipment shall be capable of supervising the following operational states:
	",3.9.1.1,0,0.517282042,0.47008547,0,
10013,10013,"the supervised shunting speed shall be indicated to the driver on request.
",4.1.3.5b,"the driver shall know the distance to the next point defining the indicated braking curve and the permitted speed allowed. this shall be shown to the driver in a way that is understandable and logical.
",4.3.6.4,0,0.516116938,0.3968254,0,
8866,8866,"to prevent unauthorised use of the function permission shall be obtained from the rbc if the train is operating under the control of the rbc.
",4.1.3.2c,"the driver shall be able to override the function when the train is stationary.
",4.6.4.2,0,0.516095074,0.3888889,0,
6523,6523,the driver shall be able to consult train data when the train is stationary or moving.,4.1.2.9,"the driver shall be able to use the reversing function without needing to re-confirm the train data.
",4.9.10.5,0,0.514904272,0.5,0,
5436,5436,"the dmi shall indicate the result of the self-test.
",4.1.1.4c,"on request of the rbc, the driver shall have the possibility to confirm that the track ahead of him until the end of the on sight section is clear
",4.2.3.6d,0,0.514793283,0,0,
5902,5902,"the driver shall be able to select train data entry on the dmi.
",4.1.2.2,"after the acknowledgement the driver shall be able to continue the movement
",4.6.12.5a,0,0.514734963,0.4375,0,
,35999,"
	the following train data shall be sent from the on board to the trackside:
	",4.9.9.2,"on demand, the position of the front end of the train at the time of the demand shall be indicated on the dmi. this shall be possible while the train is moving or stationary.
",4.7.3.2,0,0.514700507,0.23076923,0,
,35910,"
	the following train data shall be sent from the on board to the trackside:
	",4.9.9.2,"the etcs on-board shall be capable of receiving track description from the trackside.
",4.1.1.1,0,0.514682826,0.100961536,0,
21759,21759,"on lines fitted with rbc, the etcs trainborne equipment shall be able to transmit the location of the entire train to the rbc.
",4.3.4.2,"the on board shall be capable of sending train data to the trackside after confirmation by the driver, or when entering the rbc area
",4.9.9.1,0,0.513175199,0.24038461,0,
17765,17765,"the train shall, as a minimum, be supervised to a ceiling speed; the supervised speed shall not be shown on the dmi unless selected by the driver.
",4.2.3.6b,"actual speed shall still be shown on the dmi.
",4.5.2.4,0,0.512946291,0.5,0,
11858,11858,"this ceiling speed shall not be shown continually on the dmi but may be shown momentarily when selected by the driver.
",4.1.4.4c,"information shall be shown on the dmi
",4.8.10.2,0,0.512259796,0.5113636,0,
378,378,"etcs shall be able to supervise train and shunting movements.
",3.1.1.1b,"
	the following train data shall be sent from the on board to the trackside:
	",4.9.9.2,0,0.168368422,NaN,,
33030,33030,"the etcs on-board shall be capable of receiving information about pantograph and power supply from the trackside.
",4.8.1.1,"the etcs trainborne equipment shall indicate on the dmi the information regarding pantograph and power supply.
",4.8.1.5a,0,0.512150058,0.5,0,
30865,30865,"the driver shall be able to override the function when the train is stationary.
",4.6.4.2,"the on board shall be capable of sending train data to the trackside after confirmation by the driver, or when entering the rbc area
",4.9.9.1,0,0.512149199,0.37606838,0,
13136,13136,"the etcs trainborne equipment shall be capable of being isolated.
",4.1.6.1a,"the etcs trainborne equipment shall be capable of receiving information from the national train control systems by means of the stm.
",4.1.7.1,0,0.511142737,0.5494506,0,
